Title,Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Description,Rated Power (kW),Duration (hours),Latitude,Longitude,Image,Service / Use Cases,Street Address,City,State,Postal Code,Country,URL,Announced,Commissioned,Constructed,Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Ownership Model,Equity Owner 1,Equity Owner 1 Percent,Equity Owner 2,Equity Owner 2 Percent,Energy Storage Technology Provider,Power Electronics Provider,Integrator Company,O&M Contractor,Developer,EPC 1,EPC 2,EPC 3,Debt Provider,Projected Project Lifetime (Years),Performance,Capital Expenditure,Operating Expense,Funding Source 1,Funding Source Detail 1,Funding Amount 1,Funding Source 2,Funding Source Detail 2,Funding Amount 2,Funding Source 3,Funding Source Detail 3,Funding Amount 3,Research Institution,Research Description,Research Institution URL,Contact Name,Contact Email,Contact Phone,Contact Street Address,Contact City,Contact State/Province,Contact Zip,Contact Country,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support,qqqq,rrrr
Madison Park High School Shelter - Boston (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,Technical assistance and analysis of converting an existing CHP system at Madison Park high School to synchronous generation that would be able to black start and island from the grid. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative,1,0,42.3600825,-71.06,,"Resiliency, Microgrid Capability, ",,Boston,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV and CHP,Customer-Owned,City of Boston,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Cambridge Rindge and Latin School (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,Technical Assistance Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative,1,0,42,-71,,"Resiliency, Microgrid Capability, ",459 Broadway,Cambridge,Massachusetts,2138,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV and CHP,Customer-Owned,City of Cambridge,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Lawrence Water Treatment Plant (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"Technical assistance will explore the pssibility of solar islanding at the water treatment facility, through the addition of battery storage, inverters and the identification of critical loads. The intended outcome of the technical assistance is to augment, complement and/or remove the need for the current 1250 kW diesel backup generator. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative",1,0,43,-71,,"Resiliency, Microgrid Capability, ",410 Water Street,Lawrence,Massachusetts,1841,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV,Customer-Owned,City of Lawrence,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Leverett Resiliency Project (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"(1) Public Safety Building (2) Elementary School - Shelter. Leverett proposes to utilize this grant to help decide the best way to create a renewable back-up energy source for two critical facilities (the safety complex and the elementary school), creating better resiliency during emergency events and reducing the Town&#039;s use of fossil fuels during these events. A 15 kW solar installation has recently been installed between the buildings, which will serve the safety complex. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative",1,0,42,-73,,"Resiliency, Microgrid Capability, ",,Leverett,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV,Customer-Owned,City of Leverett,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Falmouth High School (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"The goals of the project are to determine the best battery storage unit and interface with renewable energy system available that can provide backâ€up power for the shelter and also provide voltage regulation for the incoming power to the school, as there are frequent power surges and irregularities that impact the equipment at the school. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative",1,0,42,-71,,"Resiliency, Microgrid Capability, ",874 Gifford St,Falmouth,Massachusetts,2536,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,"Solar PV, Wind, and CHP",Customer-Owned,City of Falmouth,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Lincoln/Wayland-MAPC TA Project (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"This MAPC regional resiliency project comprised of Wayland and Lincoln â€“ neighboring communities that have worked together often â€“ invites the possibility of greater shared services, both in public safety resiliency and in community sheltering. MAPC seeks to gain technical assistance for the exploration of islanding capability, advanced switches, and/or battery storage in the planned solar installations at these critical facilities.Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative",1,0,42,-71,,"Resiliency, Microgrid Capability, ",,Lincoln/Wayland,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV,Customer-Owned,Lincoln/Wayland MAPC,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Melrose Microgrid TA Project (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,(1) Melrose City Hall (2) Main Street Fire Station (3) Memorial Hall are located in a row on Main Street in downtown Melrose. The City requests technical assistance to explore the possibility of installing a combined heat and power (CHP) system and/or a microgrid system that would energize all three facilities in the event of an extended power outage. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative,1,0,42,-71,,"Resiliency, Microgrid Capability, ",,Melrose,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV,Customer-Owned,City of Melrose,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
New Bedford Techincal Assistance Project (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,(1) High School - Shelter (2) City Yard (3) Hillman Complex. Technical assistance through this program constitutes a first step in long term community microgrid plan. This step involves establishing detailed designs and cost proposals for on-site generation and associated grid components for selected critical facilties and verifying feasibility and content of the phased roadmap for the city and community facilities. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative,1,0,42,-71,,"Resiliency, Microgrid Capability, ",,New Bedford,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV and CHP,Customer-Owned,City of New Bedford,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Newton Technical Assistance Project (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"(1) Waban comms Facility (2) City Hall. Newton is seeking technical assistance to determine the proper sizing for the battery system and appropriate control technologies, as well as the optimal solar array size for a generation unit at the emergency communications site adjacent to the Waban Hill reservoir. A second project would consist of creating an islandable system at the Newton City Hall, allowing the building to continue to provide services in the case of prolonged power outages. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative",1,0,42,-71,,"Resiliency, Microgrid Capability, ",,Newton,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV,Customer-Owned,City of Newton,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Sandwich Technical Assistance Project (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,(1) High School - Shelter (2) Emergency Operations Center. Sandwich is considering energy resiliency at its high school (shelter) and human services building (emergency operations center). Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative,1,0,42,-70,,"Resiliency, Microgrid Capability, ",,Sandwich,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV,Customer-Owned,City of Sandwich,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Saugus Technical Assistance Project (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,(1) Senior Center - Shelter (2) Public Safety Building. Saugus is requesting technical assistance support to look at clean energy generation to support the public safety building and senior center (shelter). Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative,1,0,42,-71,,"Resiliency, Microgrid Capability, ",,Saugus,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV,Customer-Owned,City of Saugus,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Medford Resiliency Project (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,(1) Medford City Hall (2) Department of Public Works (3) Andrews School - Shelter. Medford provided an extensive priortized list of critical facilities to consider resiliency. The TA support will evaluate the most viable of these and model appropriate solutions. Priorities have been made to look at public safety and community resources. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative: Round 2 Project Implementation Awards,1,0,42,-71,,"Resiliency, Microgrid Capability, ",,Medford,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,,,Solar PV,Customer-Owned,City of Medford,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative: Round 2 Project Implementation Awards,833366,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Acton Critical Facilties Resiliency (MASS DOER Community Resiliency),Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,"&lt;p&gt;(1) Public Safety Building (2) Department of Public Works. The project is looking to incorporate solar PV with storage at the public safety building and the DPW. The consulting team will also explore whether natural gas is available at the public safety building and if so, whether (small) natural gas CHP and absorption chilling would be suitable there and will focus on powering the fueling capability as the critical load at the department of public works. Funding provided by Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative&lt;/p&gt;",1,0,42,-71,,"Resiliency, Microgrid Capability, ",,Acton,Massachusetts,,United States,http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/resiliency/resiliency-initiative.html,24-12-2015,,,,ISO-NE,,Investor Owned,Transmission,Solar PV,Customer-Owned,City of Acton,0,,,,,,,,,,,,0,,0,0,State/Provincial/Regional Grant,Massachusetts Department of Energy Resources - Community Clean Energy Resiliency Initiative,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,
Solar Energy Corporation of India (SECI)-100MW,Electro-chemical,Electro-chemical,Electro-chemical,Announced,"The Solar Energy Corporation of India (SECI) is expected to release a tender for a 750 MW solar power park at Ananthapuramu, in Andhra Pradesh. The solar power park shall also include provisions for storage of up to 100 MW.",100000,4,14.6818877,77.6,,"Voltage Support, ",,Ananthapuramu,Andhra Pradesh,,India,http://cleantechnica.com/2016/02/25/india-plans-750-mw-solar-power-park-100-mw-storage-capacity/?utm_source=feedburner&amp;amp;utm_medium=feed&amp;amp;utm_campaign=Feed%3A+IM-cleantechnica+%28CleanTechnica%29,25-02-2016,,,,,,,,,Third-Party-Owned,Solar Energy Corporation of India,0,,,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,
Dukhan Oil Field,Electro-chemical,Nickel based Battery,Nickel-cadmium Battery,Contracted,"Kentz is currently working on a 190 million dollar contract for Qatar Petroleum to provide a dedicated Supervisory Control and Data Acquisition (SCADA) network infrastructure to monitor the 775 wellheads in the Dukhan Oilfield from designated stations.  Saft, has been awarded a contract by Kentz to supply its Sunica.plus batteries for critical solar powered systems serving Qatar Petroleumâ€™s Dukhan oilfield. Over the next two years, some 40,000 of the nickel-based Sunica.plus batteries will be deployed at around 775 wells across the oilfield, where they will provide energy storage and backup power for wellhead industrial control systems and corrosion protection systems.",2000,0,25.4280036,50.78,,"On-Site Power, Renewables Capacity Firming, Resiliency, ",,Dukhan,Al Rayyan,,Qatar,http://www.businesswire.com/news/home/20150325006117/en/Saft-Wins-10-Million-Dollar-Energy-Storage#.VduIcflVikp,25-03-2015,,,,,,,,,Customer-Owned,Qatar Petroleum,0,,,Saft,,Kentz,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,,
Rockefeller Center Thermal Storage,Thermal Storage,Thermal: Chilled Water and Ice,Ice Thermal Storage,Operational,"Management was looking to utilize thermal energy storage to supplement the existing air conditioning by pumping chilled water around the entire Rockefeller Center complex. The ice making chiller is sized to provide 8,600 ton-hours of thermal energy storage.  When itâ€™s time to cool, especially during peak demand periods, cooling from the ice storage tanks is used instead of the electric chiller, keeping electricity demand as low as possible.    An additional benefit of having the energy storage available is greater operational flexibility.  The stored cooling can be used as it is needed to optimize plant efficiency while keeping demand and cooling costs low.",1025,15,40.7589426,-73.98,,"Electric Bill Management, Electric Energy Time Shift, ",30 Rockefeller Plaza,New York City,New York,,United States,http://www.calmac.com/energy-storage-case-study-rockefeller-center,25-05-2011,,,,NYISO,Consolidated Edison Company of New York (Con Edison),Investor Owned,,,Customer-Owned,Tishman Speyer,0,,,CALMAC,,,,,,,,,0,,0,0,Tishman Speyer,Management Decision,0,New York State Energy Research and Development Authority (NYSERDA),,311000,,,0,New York State Energy Research and Development Authority (NYSERDA),Help support the installation of energy-efficient technology.,311000,,,,,,,,,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Minami Daito Island Frequency Regulation,Electro-chemical,Nickel based Battery,Nickel Metal Hydride Battery,Operational,"A project subsidized by Japan&#039;s New Energy and Industrial Technology Development Organization, a 122kWh battery system is combined with two 245 kW wind turbines and a diesel-powered generator owned by the Okinawa Electric Power Co., Inc. at the remote island of Minami Daito. GIGACELL, a nickel-metal hydride battery developed by Kawasaki Heavy Industries, Ltd. is utilized in the battery system. A demonstration test is being conducted to control frequency regulation. The GIGACELL will also serve as a backup power souce during the diesel generator&#039;s 15-minute start-up time in the case of a sudden cut-off in wind power generation.",300,0.25,25.846401,131.24,,"Frequency Regulation, ",,Minami Daito,Okinawa,,Japan,http://www.khi.co.jp/english/gigacell/index.html,25-06-2013,,,,,Okinawa Electric Power Company,,,,Utility-Owned,Okinawa Electric Power Company,0,"Kawasaki Heavy Industries, Ltd.",,,,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
NEDO New Mexico Smart Grid Demonstration Project,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"As an example of Hitachiâ€™s power system stabilization solutions including energy storage systems being deployed overseas, the New Energy and Industrial Technology Development Organization (NEDO) has commissioned a Demonstration Project in Los Alamos County, New Mexico, USA, which includes a lead acid battery system comprised of lead acid batteries (LL1500-W model which is produced by Shin-Kobe Electric Machinery Co., Ltd.), a 500-kVA PCS for storage batteries. The PCS is a hybrid type that includes two circuits of DC/DC converters that can be connected to storage batteries and photovoltaic cells.  This demonstration project involves the construction of a system that is interconnected with the distribution line, and is engaging in a demonstration study into the effectiveness of suppressing short-term output fluctuations in photovoltaic power generation through the charging and discharging of lead-acid batteries.",800,1,35.8880796,-106.31,,"Renewables Capacity Firming, ",,Los Alamos,New Mexico,,United States,http://www.hitachi.com/New/cnews/120918.html,25-06-2013,,,,,,,,,Third-Party-Owned,New Energy and Industrial Technology Development Organization (NEDO),0,,,"Hitachi, Shin-Kobe Electric Machinery Co.",Hitachi,,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,
Cox Enterprises Stem PowerStore System,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Through its Cox Conserves sustainability program, Cox Enterprises is utilizing an energy storage system at its Manheim Southern California auction location in Fontana, Calif. Stem&#039;s 18kW PowerStore system provides the location with real-time data analytics that are used to optimize efficiency and reduce electricity costs.  Cox is an early adopter of the Stem PowerStore system, which manages peak usage in Manheim Southern California&#039;s main facility. Stem&#039;s predictive software allows the building to use the most economical form of power available at any given moment, whether from the battery-based storage or from the grid.  In addition to the Stem PowerStore system, the Manheim Southern California location has implemented HVAC controls and reduced outdoor lighting wattage to conserve energy. Cox Enterprises also utilizes alternative energy in Southern California through fuel cells and solar projects at Cox Communications, the company&#039;s broadband communications and entertainment division.",18,1,34.0596323,-117.47,,"Electric Bill Management, ",10700 Beech Ave,Fontana,California,92337-7205,United States,http://www.digitaljournal.com/pr/2014709,25-06-2014,,,,CAISO,Southern California Edison,Investor Owned,,,Customer-Owned,Cox Enterprises,0,,,Stem,Stem,Stem,,,,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
"SDGE Skills CES, GRC ES Program Unit 2",Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,Saft and Powerhub will supply a 50 kWh system to San Diego Gas and Electric&#039;s (SDG&amp;amp;E) Skills Community Energy Storage project. The system is for power quality.,25,2,33,-117,,"Grid-Connected Commercial (Reliability &amp; Quality), ",,San Diego,California,92108,United States,http://www.cpuc.ca.gov/NR/rdonlyres/36D1D0D0-9719-4172-BCDB-5723D303A78D/0/SDGE_StorageApplication.pdf,25-06-2014,,,,CAISO,San Diego Gas and Electric,Investor Owned,Secondary Distribution,,Utility-Owned,San Diego Gas and Electric,0,,,Saft,PowerHub,,San Diego Gas and Electric,,,,,,15,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Clean Energy Storage: Berkes,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Contracted,Residential combination solar,11,7,37.931868,-121.7,,"Onsite Renewable Generation Shifting, Grid-Connected Residential (Reliability), Electric Bill Management with Renewables, On-Site Power, ",,Brentwood,California,,United States,http://cleanenergystorage.net/,25-07-2014,,,,CAISO,Pacific Gas and Electric,Investor Owned,,Renewables,Customer-Owned,Confidential,0,,,Clean Energy Storage Inc.,Clean Energy Storage Inc.,Global Energy Storage Solutions,Global Energy storage Solutions,,,,,,20,,0,0,,Customer funded,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,
Clean Energy Storage: Golden Bridge Development,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Contracted,Residential combination solar,5,3,34.39,-117.4,,"Onsite Renewable Generation Shifting, Grid-Connected Residential (Reliability), Electric Bill Management with Renewables, On-Site Power, ",,Oak Hills,California,,United States,http://cleanenergystorage.net/,25-07-2014,,,,CAISO,Southern California Edison,Investor Owned,,Renewables,Customer-Owned,Confidential,0,,,Clean Energy Storage Inc.,Clean Energy Storage Inc.,Global Energy Storage Solutions,Global Energy storage Solutions,,,,,,20,,0,0,,Customer funded,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,
Clean Energy Storage: Dibene,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Contracted,Residential combination solar,24,8,36.988562,-121.81,,"Grid-Connected Residential (Reliability), Electric Bill Management with Renewables, On-Site Power, Onsite Renewable Generation Shifting, ",,Corralitos,California,,United States,http://cleanenergystorage.net/,25-07-2014,,,,CAISO,Pacific Gas and Electric,Investor Owned,,,Customer-Owned,Confidential,0,,,Clean Energy Storage Inc.,Clean Energy Storage Inc.,Global Energy Storage Solutions,Global Energy storage Solutions,,,,,,20,,0,0,,Customer funded,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,
Hydrogenics Power-to-Gas,Hydrogen Storage,Hydrogen Storage,Hydrogen Storage,Contracted,"Hydrogenics announced that it has been selected as a Preferred Respondent by the Independent Electricity System Operator (IESO) for Ontario in its procurement for Grid Energy Storage. This Power-to-Gas project will deliver 2MW of storage capacity and be located in the Greater Toronto Area. Hydrogenics will supply the facility&#039;s next-generation PEM electrolyzers and is partnering with Enbridge Inc. to develop, build and operate the energy storage facility to provide regulation services to the IESO under contract.",2000,0,44,0,,"Frequency Regulation, ",,Greater Toronto Area,Ontario,,Canada,http://www.hydrogenics.com/about-the-company/news-updates/2014/07/25/hydrogenics-selected-for-2-megawatt-energy-storage-facility-in-ontario,25-07-2014,,,,IESO,,,,,Third-Party-Owned,Confidential,0,,,Hydrogenics,,,Hydrogenics,"Enbridge Inc., Hydrogenics",,,,,0,,0,0,State/Provincial/Regional,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
Lam Takhong Wind Hydrogren Hybrid Project,Hydrogen Storage,Hydrogen Storage,Hydrogen Storage,Contracted,"Hydrogenics Corporation  along with Phraram 2 Civil Engineering Co, has been awarded the â€œLam Takhong Wind Hydrogen Hybrid Projectâ€ by the Electricity Generation Authority of Thailand (EGAT). This will be Southeast Asiaâ€™s first megawatt-scale project for energy storage; Hydrogenicsâ€™ portion is projected to be worth approximately â‚¬4.3 million.  The facility, located in the sub-station area of the Lam Takhong Wind Turbine Generation Project, Nakhon Ratchasima Province, Thailand, will consist of Hydrogenicsâ€™ ultra-compact 1 MW PEM HyLyzer electrolyzer, hydrogen storage and a HyPM fuel cell plant. PCE, based in Bangkok, will provide the services required to implement the technology supplied by Hydrogenics. The installation will use the HyLyzer to convert excess electricity from wind to hydrogen during off-peak hours, and this hydrogen will then be used by the HyPM fuel cell plant to generate 300 kW of electricity for EGATâ€™s Learning Center, an energy neutral building, as needed.",300,3.33,14.9798997,102.1,,"Electric Energy Time Shift, Renewables Energy Time Shift, ",Sub-station area,Lam Takhong Wind Turbine Generation Project,Nakhon Ratchasima Province,,Thailand,http://globenewswire.com/news-release/2016/07/21/857827/0/en/Southeast-Asia-s-First-Renewable-Hydrogen-Based-Energy-Storage-and-Power-Plant-Awarded-to-Hydrogenics.html?utm_source=Energy+Storage+Report&amp;utm_campaign=2b3f6fdc8f-ESR_2_10_1210_2_2012&amp;utm_medium=email&amp;utm_term=0_bd57f7e9aa-2b3f6fdc8f-105410805,25-07-2016,,,,,Electricity Generation Authority of Thailand (EGAT),Federally Owned,,Lam Takhong Wind Turbine Generation Project,Utility-Owned,Electricity Generation Authority of Thailand,0,,,Hydrogenics Corporation,,,,,"Phraram 2 Civil Engineering Co., Ltd.",,,,0,,4762250,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,
Dal Molin Thermal Energy Storage,Thermal Storage,Chilled Water Thermal Storage,Chilled Water Thermal Storage,Operational,"Dal Molin is located in a heavily populated area that was the former site of an Italian air base in Vicenza, Italy. The site was transferred from the Italian military to the U.S. Army in order to create a large, urban campus fit for residential and operational buildings. With efforts to optimize energy use, the U.S. Army constructed a new central energy plant which provides energy for the Dal Molin campus and utilizes fossil fuels to generate electricity and heat. The design of the new energy system is estimated to reduce total energy use and save more than 42 percent of the annual costs. A significant portion of this energy and cost savings is attributed to a Thermal Energy Storage (TES) tank, which allows the central energy plant to reduce their peak electric load and subsequently their energy costs.",400,8,45.5454787,11.54,,"Electric Bill Management, Electric Energy Time Shift, ",,Vicenza,Veneto,,Italy,http://www.dntanks.com/projects/thermal-energy-storage-tank-in-vicenza-italy/,25-08-2015,,,,,,,,,Customer-Owned,U.S. Federal Government,0,,,DN Tanks,,CMC-Ravenna,,,Rosser International Inc.,,,,0,,0,0,,,0,,,0,,,0,,,,,,,,,,,,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
